Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5510","Production","2168","Cottonseed oil","2022","2022","t","1166000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","22120","Cream, fresh","2022","2022","t","8820","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01232","Cucumbers and gherkins","2022","2022","t","1694209","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21152","Edible offal of buffalo, fresh, chilled or frozen","2022","2022","t","731590.91","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","356","India","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2022","2022","t","213328.11","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","t","37615","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","129250.37","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01233","Eggplants (aubergines)","2022","2022","t","12765000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21511.01","Fat of pigs","2022","2022","t","26867.86","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01315","Figs","2022","2022","t","14737.89","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","22242.02","Ghee from buffalo milk","2022","2022","t","3897888.21","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","22241.02","Ghee from cow milk","2022","2022","t","375000","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01657","Ginger, raw","2022","2022","t","2503000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21515","Goat fat, unrendered","2022","2022","t","56544.8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01330","Grapes","2022","2022","t","3401000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01252","Green garlic","2022","2022","t","3208000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","2022","2022","t","1372835","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","2162","Groundnut oil","2022","2022","t","2335000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","0142","Groundnuts, excluding shelled","2022","2022","t","10262311.03","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","7610695.29","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5513","Production","0231","Hen eggs in shell, fresh","2022","2022","1000 No","138376278","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01922.01","Jute, raw or retted","2022","2022","t","1528140.63","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01922.02","Kenaf, and other textile bast fibres, raw or retted","2022","2022","t","101990.42","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01352","Kiwi fruit","2022","2022","t","15840","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01322","Lemons and limes","2022","2022","t","3776000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01704","Lentils, dry","2022","2022","t","1268830","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01214","Lettuce and chicory","2022","2022","t","1166929.86","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01441","Linseed","2022","2022","t","126420","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","0112","Maize (corn)","2022","2022","t","34722657.26","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01316","Mangoes, guavas and mangosteens","2022","2022","t","26299000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21700.02","Margarine and shortening","2022","2022","t","436000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","4350000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","356","India","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","4779600","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21122","Meat of ducks, fresh or chilled","2022","2022","t","43932.9","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","1413620","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","376150","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","1026400","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","0118","Millet","2022","2022","t","12424565.34","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","23540","Molasses","2022","2022","t","14352466.67","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01270","Mushrooms and truffles","2022","2022","t","280000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","02910","Natural honey","2022","2022","t","90000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01950.01","Natural rubber in primary forms","2022","2022","t","843000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","01653","Nutmeg, mace, cardamoms, raw","2022","2022","t","55000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21691.12","Oil of linseed","2022","2022","t","42000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21691.02","Oil of maize","2022","2022","t","4686.52","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","21691.07","Oil of sesame seed","2022","2022","t","250000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01239.01","Okra","2022","2022","t","6873000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","31687000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01323","Oranges","2022","2022","t","3895000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01241.90","Other beans, green","2022","2022","t","2725855","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","t","2260.67","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","782000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","11413041.77","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t","194493.7","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01449.90","Other oil seeds, n.e.c.","2022","2022","t","34000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","t","1439259.26","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01349.20","Other stone fruits","2022","2022","t","2394.19","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01319","Other tropical fruits, n.e.c.","2022","2022","t","1464000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","26954000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01317","Papayas","2022","2022","t","5341000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01345","Peaches and nectarines","2022","2022","t","121243","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01342.01","Pears","2022","2022","t","309000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01705","Peas, dry","2022","2022","t","1004402","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01242","Peas, green","2022","2022","t","6182000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01651","Pepper (Piper spp.), raw","2022","2022","t","95000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21521","Pig fat, rendered","2022","2022","t","20370.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01707","Pigeon peas, dry","2022","2022","t","3311532.36","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01318","Pineapples","2022","2022","t","1851000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01346","Plums and sloes","2022","2022","t","86417","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01321","Pomelos and grapefruits","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","356","India","5510","Production","01448","Poppy seed","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","356","India","5510","Production","01510","Potatoes","2022","2022","t","56176000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01235","Pumpkins, squash and gourds","2022","2022","t","7712938","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01443","Rape or colza seed","2022","2022","t","11963090","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21641.01","Rapeseed or canola oil, crude","2022","2022","t","3922000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","2351f","Raw cane or beet sugar (centrifugal only)","2022","2022","t","36880000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","02951.03","Raw hides and skins of buffaloes","2022","2022","t","958977.27","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","02951.01","Raw hides and skins of cattle","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","356","India","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","257021.82","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","155860.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","02212","Raw milk of buffalo","2022","2022","t","103299834","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","02293","Raw milk of camel","2022","2022","t","8000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","02211","Raw milk of cattle","2022","2022","t","119677594","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","02292","Raw milk of goats","2022","2022","t","7599602","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","26110","Raw silk (not thrown)","2022","2022","t","36582","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","356","India","5510","Production","0113","Rice","2022","2022","t","193473289.35","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01446","Safflower seed","2022","2022","t","61270","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21631.02","Safflower-seed oil, crude","2022","2022","t","26000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01921.01","Seed cotton, unginned","2022","2022","t","15000000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01444","Sesame seed","2022","2022","t","391669.44","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21514","Sheep fat, unrendered","2022","2022","t","43717.04","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","t","32920","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","02944","Silk-worm cocoons suitable for reeling","2022","2022","t","243880.08","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","22212","Skim milk and whey powder","2022","2022","t","551479.71","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","22110.02","Skim milk of cows","2022","2022","t","6802920","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","0114","Sorghum","2022","2022","t","4032110.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","2161","Soya bean oil","2022","2022","t","2401000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","0141","Soya beans","2022","2022","t","14984927.37","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01354","Strawberries","2022","2022","t","11382","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01802","Sugar cane","2022","2022","t","439424890","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01445","Sunflower seed","2022","2022","t","343194.28","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21631.01","Sunflower-seed oil, crude","2022","2022","t","121000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01530","Sweet potatoes","2022","2022","t","1184000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","21523","Tallow","2022","2022","t","157390.73","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01324","Tangerines, mandarins, clementines","2022","2022","t","6303000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01620","Tea leaves","2022","2022","t","6231000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01234","Tomatoes","2022","2022","t","20694000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01970","Unmanufactured tobacco","2022","2022","t","727518.19","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01376","Walnuts, in shell","2022","2022","t","288927","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01221","Watermelons","2022","2022","t","3308000","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","0111","Wheat","2022","2022","t","107742070","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","22130.02","Whey, dry","2022","2022","t","5512.5","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","22211","Whole milk powder","2022","2022","t","951945.15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","22222.01","Whole milk, condensed","2022","2022","t","1195.48","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","22221.01","Whole milk, evaporated","2022","2022","t","2058","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5510","Production","01540","Yams","2022","2022","t","1040000","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","t","83.18","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01341","Apples","2022","2022","t","2997.58","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01311","Avocados","2022","2022","t","124237","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01312","Bananas","2022","2022","t","935429","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01701","Beans, dry","2022","2022","t","218889","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","24310.01","Beer of barley, malted","2022","2022","t","110000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5510","Production","01243","Broad beans and horse beans, green","2022","2022","t","1331.4","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","22230.04","Buttermilk, dry","2022","2022","t","1.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01212","Cabbages","2022","2022","t","228231","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01251","Carrots and turnips","2022","2022","t","4100.57","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01372","Cashew nuts, in shell","2022","2022","t","214.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01520.01","Cassava, fresh","2022","2022","t","6193001","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21512","Cattle fat, unrendered","2022","2022","t","1324.54","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01703","Chick peas, dry","2022","2022","t","1777","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","t","1333.21","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","t","662.57","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01610","Coffee, green","2022","2022","t","11000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5510","Production","01921.02","Cotton lint, ginned","2022","2022","t","5500","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0143","Cotton seed","2022","2022","t","13500","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","2168","Cottonseed oil","2022","2022","t","1300","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5510","Production","01706","Cow peas, dry","2022","2022","t","52035","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01232","Cucumbers and gherkins","2022","2022","t","22592.23","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2022","2022","t","7947.22","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2022","2022","t","13059.69","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","t","11847.28","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","309.49","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01233","Eggplants (aubergines)","2022","2022","t","29637.42","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21511.01","Fat of pigs","2022","2022","t","17770.92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21515","Goat fat, unrendered","2022","2022","t","2350.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01330","Grapes","2022","2022","t","210.98","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01252","Green garlic","2022","2022","t","314.12","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","2022","2022","t","47755","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","2162","Groundnut oil","2022","2022","t","49100","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5510","Production","0142","Groundnuts, excluding shelled","2022","2022","t","434762","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","23774.78","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5513","Production","0231","Hen eggs in shell, fresh","2022","2022","1000 No","552902","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01322","Lemons and limes","2022","2022","t","19273","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01704","Lentils, dry","2022","2022","t","1238.71","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0112","Maize (corn)","2022","2022","t","3716479","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01316","Mangoes, guavas and mangosteens","2022","2022","t","1310964","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","66226.8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","101434.36","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","70522.34","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","291950.88","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","1969.48","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0118","Millet","2022","2022","t","41071","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","23540","Molasses","2022","2022","t","88035.57","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01653","Nutmeg, mace, cardamoms, raw","2022","2022","t","90.95","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01239.01","Okra","2022","2022","t","2859.34","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","270600","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01323","Oranges","2022","2022","t","93114","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","2686.26","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","249307.23","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","t","4979.41","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01709.90","Other pulses n.e.c.","2022","2022","t","23860.21","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","t","775.1","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01319","Other tropical fruits, n.e.c.","2022","2022","t","16474.31","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","236299.26","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01317","Papayas","2022","2022","t","60436.64","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01345","Peaches and nectarines","2022","2022","t","12227.64","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01705","Peas, dry","2022","2022","t","43580.37","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01242","Peas, green","2022","2022","t","2370","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01651","Pepper (Piper spp.), raw","2022","2022","t","356.3","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01707","Pigeon peas, dry","2022","2022","t","428609","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01318","Pineapples","2022","2022","t","363444","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01313","Plantains and cooking bananas","2022","2022","t","397888.83","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01346","Plums and sloes","2022","2022","t","149.44","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01510","Potatoes","2022","2022","t","1442661","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01235","Pumpkins, squash and gourds","2022","2022","t","408026.58","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","2351f","Raw cane or beet sugar (centrifugal only)","2022","2022","t","247150","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5510","Production","02951.01","Raw hides and skins of cattle","2022","2022","t","6622.68","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","02954","Raw hides and skins of goats or kids","2022","2022","t","12406.71","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","02953","Raw hides and skins of sheep or lambs","2022","2022","t","295.42","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","02211","Raw milk of cattle","2022","2022","t","66078.41","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","02292","Raw milk of goats","2022","2022","t","142574.87","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","02291","Raw milk of sheep","2022","2022","t","7253.85","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0113","Rice","2022","2022","t","136083","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01921.01","Seed cotton, unginned","2022","2022","t","20666","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01444","Sesame seed","2022","2022","t","7031","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21514","Sheep fat, unrendered","2022","2022","t","56.27","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01929.05","Sisal, raw","2022","2022","t","142.08","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0114","Sorghum","2022","2022","t","116918","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","2161","Soya bean oil","2022","2022","t","24500","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5510","Production","0141","Soya beans","2022","2022","t","303084","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01354","Strawberries","2022","2022","t","132.18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01241.01","String beans","2022","2022","t","18414.27","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01802","Sugar cane","2022","2022","t","2896300","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01445","Sunflower seed","2022","2022","t","20884","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","21631.01","Sunflower-seed oil, crude","2022","2022","t","7700","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","454","Malawi","5510","Production","01530","Sweet potatoes","2022","2022","t","7491115","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01324","Tangerines, mandarins, clementines","2022","2022","t","259201","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01620","Tea leaves","2022","2022","t","268000","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01234","Tomatoes","2022","2022","t","710162","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01499.02","Tung nuts","2022","2022","t","4554.6","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01970","Unmanufactured tobacco","2022","2022","t","88579","A","Official value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01658","Vanilla, raw","2022","2022","t","19.94","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","01221","Watermelons","2022","2022","t","3039.9","E","Estimated value",""
"QCL","Crops and livestock products","454","Malawi","5510","Production","0111","Wheat","2022","2022","t","163","A","Official value",""
